Car_Name,Present_Price,Selling_Price,City,Year,Kms_Driven,Fuel_Type,HorsePower,Transmission,Certified,Seller_Type,Distance2
Toyota Land Cruiser  2001 ,PKR 99 lacs,9900000,Islamabad,2001,"245,733km",Diesel,4164cc,Manual,Not Certified,Customer,245733
Toyota Land Cruiser  2001 Amazon 4.2D,PKR 93 lacs,9300000,Rawalpindi,2001,"95,000km",Diesel,4164cc,Automatic,Not Certified,Customer,95000
Toyota Land Cruiser  2001 VX Limited 4.2D,PKR 1.35 crore,13500000,Islamabad,2001,"100,000km",Diesel,4200cc,Automatic,Not Certified,Customer,100000
Toyota Land Cruiser  2001 VX Limited 4.7,PKR 85 lacs,8500000,Rawalpindi,2001,"250,000km",Petrol,4700cc,Automatic,Not Certified,Customer,250000
Toyota Land Cruiser  2002 ,PKR 75 lacs,7500000,Peshawar,2002,"100,000km",Petrol,2700cc,Automatic,Not Certified,Customer,100000
Toyota Land Cruiser  2002 VX Limited 4.2D,PKR 90 lacs,9000000,Islamabad,2002,"180,000km",Diesel,4200cc,Automatic,Not Certified,Customer,180000
Toyota Land Cruiser  2003 Cygnus,PKR 1.12 crore,11200000,Faisalabad,2003,"68,000km",Petrol,4700cc,Automatic,Not Certified,Customer,68000
Toyota Land Cruiser  2003 VX 4.2D,PKR 92 lacs,9200000,Islamabad,2003,"185,000km",Diesel,4200cc,Automatic,Not Certified,Customer,185000
Toyota Land Cruiser  2003 VX Limited 4.2D,PKR 97 lacs,9700000,Islamabad,2003,"200,000km",Diesel,4200cc,Automatic,Not Certified,Customer,200000
Toyota Land Cruiser  2003 VX Limited 4.7,PKR 95 lacs,9500000,Islamabad,2003,"235,000km",Petrol,4700cc,Automatic,Not Certified,Customer,235000
Toyota Land Cruiser  2004 ,PKR 57.25 lacs,5725000,Lahore,2004,"160,000km",Diesel,4200cc,Manual,Not Certified,Customer,160000
Toyota Land Cruiser  2004 VX Limited 4.2D,PKR 84 lacs,8400000,Multan,2004,"154,000km",Diesel,4200cc,Automatic,Not Certified,Customer,154000
Toyota Land Cruiser  2005 ,PKR 65 lacs,6500000,Islamabad,2005,"74,707km",Diesel,4200cc,Manual,Not Certified,Customer,74707
Toyota Land Cruiser  2005 Amazon 4.2D,PKR 1.19 crore,11900000,Rawalpindi,2005,"110,000km",Diesel,4200cc,Automatic,Not Certified,Customer,110000
Toyota Land Cruiser  2005 Cygnus,PKR 1.31 crore,13100000,Sargodha,2005,"119,000km",Petrol,4700cc,Automatic,Not Certified,Customer,119000
Toyota Land Cruiser  2005 VX 4.2D,PKR 88 lacs,8800000,Kharian,2005,"190,000km",Diesel,4200cc,Automatic,Not Certified,Customer,190000
Toyota Land Cruiser  2005 VX Limited 4.2D,PKR 98 lacs,9800000,Lahore,2005,"155,000km",Diesel,4200cc,Manual,Not Certified,Customer,155000
Toyota Land Cruiser  2006 ,PKR 1.1 crore,11000000,Islamabad,2006,"185,000km",Diesel,4200cc,Automatic,Not Certified,Customer,185000
Toyota Land Cruiser  2006 Cygnus,PKR 1.26 crore,12600000,Lahore,2006,"126,000km",Petrol,4700cc,Automatic,Not Certified,Customer,126000
Toyota Land Cruiser  2006 VX Limited 4.2D,PKR 2 crore,20000000,Digri,2006,"50,000km",Diesel,4200cc,Automatic,Not Certified,Customer,50000
Toyota Land Cruiser  2007 AX G Selection,PKR 1.75 crore,17500000,Lahore,2007,"145,000km",Petrol,4600cc,Automatic,Not Certified,Customer,145000
Toyota Land Cruiser  2008 ,PKR 2.7 crore,27000000,Lahore,2008,"206,000km",Diesel,4500cc,Automatic,Not Certified,Customer,206000
Toyota Land Cruiser  2008 AX,PKR 1.95 crore,19500000,Lahore,2008,"170,363km",Petrol,4600cc,Automatic,Certified,PakWheels,170363
Toyota Land Cruiser  2008 AX G Selection,PKR 3.5 crore,35000000,Bannu,2008,"100,000km",Petrol,4600cc,Automatic,Not Certified,Customer,100000
Toyota Land Cruiser  2009 AX G Selection,PKR 2.79 crore,27900000,Karachi,2009,"80,000km",Petrol,4600cc,Automatic,Not Certified,Customer,80000
Toyota Land Cruiser  2009 ZX,PKR 2.45 crore,24500000,Karachi,2009,"87,000km",Petrol,4600cc,Automatic,Not Certified,Customer,87000
Toyota Land Cruiser  2010 AX,PKR 2.25 crore,22500000,Karachi,2010,"67,599km",Petrol,4600cc,Automatic,Not Certified,Customer,67599
Toyota Land Cruiser  2010 AX G 60th Black Leather Selection,PKR 2.23 crore,22300000,Lahore,2010,"130,000km",Petrol,4600cc,Automatic,Not Certified,Customer,130000
Toyota Land Cruiser  2010 AX G Selection,PKR 2.05 crore,20500000,Karachi,2010,"97,000km",Petrol,4600cc,Automatic,Not Certified,Customer,97000
Toyota Land Cruiser  2010 ZX,PKR 2.8 crore,28000000,Lahore,2010,"54,326km",Petrol,4600cc,Automatic,Not Certified,Customer,54326
Toyota Land Cruiser  2010 ZX 60th Black Leather Selection,PKR 3 crore,30000000,Lahore,2010,"75,000km",Petrol,4600cc,Automatic,Not Certified,Customer,75000
Toyota Land Cruiser  2011 AX,PKR 2.25 crore,22500000,Islamabad,2011,"150,045km",Petrol,4600cc,Automatic,Not Certified,Customer,150045
Toyota Land Cruiser  2011 AX G Selection,PKR 2.43 crore,24300000,MirpurAK,2011,"91,000km",Petrol,4600cc,Automatic,Not Certified,Customer,91000
Toyota Land Cruiser  2011 ZX,PKR 2.45 crore,24500000,Lahore,2011,"100,000km",Petrol,4600cc,Automatic,Not Certified,Customer,100000
Toyota Land Cruiser  2011 ZX 60th Black Leather Selection,PKR 2.4 crore,24000000,Karachi,2011,"104,000km",Petrol,4600cc,Automatic,Not Certified,Customer,104000
Toyota Land Cruiser  2012 AX,PKR 2.58 crore,25800000,Islamabad,2012,"67,000km",Petrol,4600cc,Automatic,Not Certified,Customer,67000
Toyota Land Cruiser  2012 AX G Selection,PKR 2.6 crore,26000000,Karachi,2012,"83,000km",Petrol,4600cc,Automatic,Not Certified,Customer,83000
Toyota Land Cruiser  2012 ZX,PKR 3.1 crore,31000000,Lahore,2012,"60,922km",Petrol,4600cc,Automatic,Certified,PakWheels,60922
Toyota Land Cruiser  2013 AX,PKR 2.25 crore,22500000,Mardan,2013,"106,000km",Petrol,4600cc,Automatic,Not Certified,Customer,106000
Toyota Land Cruiser  2013 AX G Selection,PKR 2.55 crore,25500000,Lahore,2013,"160,000km",Petrol,4600cc,Automatic,Not Certified,Customer,160000
Toyota Land Cruiser  2013 ZX,PKR 3.55 crore,35500000,Islamabad,2013,"110,000km",Petrol,4600cc,Automatic,Not Certified,Customer,110000
Toyota Land Cruiser  2013 ZX 60th Black Leather Selection,PKR 2.57 crore,25700000,Islamabad,2013,"182,543km",Petrol,4600cc,Automatic,Not Certified,Customer,182543
Toyota Land Cruiser  2014 AX,PKR 2.55 crore,25500000,Lahore,2014,"73,000km",Petrol,4600cc,Automatic,Not Certified,Customer,73000
Toyota Land Cruiser  2014 AX G Selection,PKR 2.77 crore,27700000,Karachi,2014,"65,613km",Petrol,4600cc,Automatic,Not Certified,Customer,65613
Toyota Land Cruiser  2014 ZX,PKR 3.35 crore,33500000,Islamabad,2014,"68,000km",Petrol,4600cc,Automatic,Not Certified,Customer,68000
Toyota Land Cruiser  2015 AX,PKR 3.5 crore,35000000,Faisalabad,2015,"23,000km",Petrol,4600cc,Automatic,Not Certified,Customer,23000
Toyota Land Cruiser  2015 ZX,PKR 3.85 crore,38500000,Islamabad,2015,"69,000km",Petrol,4600cc,Automatic,Not Certified,Customer,69000
Toyota Land Cruiser  2016 AX,PKR 3.1 crore,31000000,Islamabad,2016,"88,000km",Petrol,4600cc,Automatic,Not Certified,Customer,88000
Toyota Land Cruiser  2016 ZX,PKR 4.35 crore,43500000,Lahore,2016,"77,000km",Petrol,4600cc,Automatic,Not Certified,Customer,77000
Toyota Land Cruiser  2016 ZX G-Frontier,PKR 4.1 crore,41000000,Islamabad,2016,"65,000km",Petrol,4000cc,Automatic,Not Certified,Customer,65000
Toyota Land Cruiser  2017 AX,PKR 3.9 crore,39000000,Islamabad,2017,"66,000km",Petrol,4600cc,Automatic,Not Certified,Customer,66000
Toyota Land Cruiser  2017 ZX,PKR 4.5 crore,45000000,Islamabad,2017,"77,102km",Petrol,4600cc,Automatic,Certified,PakWheels,77102
Toyota Land Cruiser  2018 AX,PKR 3.75 crore,37500000,Karachi,2018,"24,000km",Petrol,4600cc,Automatic,Not Certified,Customer,24000
Toyota Land Cruiser  2018 AX G Selection,PKR 4.25 crore,42500000,Mirpurkhas,2018,"70,000km",Petrol,4600cc,Automatic,Not Certified,Customer,70000
Toyota Land Cruiser  2018 ZX,PKR 4.9 crore,49000000,Karachi,2018,"54,139km",Petrol,4600cc,Automatic,Certified,Customer,54139
Toyota Land Cruiser  2019 AX,PKR 3.79 crore,37900000,Lahore,2019,"22,000km",Petrol,4600cc,Automatic,Not Certified,Customer,22000
Toyota Land Cruiser  2019 AX G Selection,PKR 4.25 crore,42500000,Lahore,2019,"28,000km",Petrol,4600cc,Automatic,Not Certified,Customer,28000
Toyota Land Cruiser  2019 GX,PKR 3.5 crore,35000000,Karachi,2019,"29,000km",Petrol,4600cc,Automatic,Not Certified,Customer,29000
Toyota Land Cruiser  2019 ZX,PKR 6 crore,60000000,Islamabad,2019,"5,000km",Petrol,4600cc,Automatic,Not Certified,Customer,5000
Toyota Land Cruiser  2020 ,PKR 3.3 crore,33000000,Lahore,2020,"26,000km",Petrol,2700cc,Automatic,Not Certified,Customer,26000
Toyota Land Cruiser  2020 AX,PKR 4.19 crore,41900000,Lahore,2020,"21,000km",Petrol,4600cc,Automatic,Not Certified,Customer,21000
Toyota Land Cruiser  2020 ZX,PKR 5.7 crore,57000000,Lahore,2020,"4,500km",Petrol,4600cc,Automatic,Not Certified,Customer,4500
Toyota Land Cruiser  2021 ,PKR 3.45 crore,34500000,Lahore,2021,"30,000km",Petrol,2700cc,Automatic,Not Certified,Customer,30000
Toyota Land Cruiser  2021 AX,PKR 6 crore,60000000,Faisalabad,2021,"40,000km",Petrol,4600cc,Automatic,Not Certified,Customer,40000
Toyota Land Cruiser  2021 GX,PKR 5.19 crore,51900000,Lahore,2021,"1,000km",Petrol,4600cc,Automatic,Not Certified,Customer,1000
Toyota Land Cruiser  2021 ZX,PKR 7 crore,70000000,Karachi,2021,"11,000km",Petrol,4600cc,Automatic,Not Certified,Customer,11000
Toyota Land Cruiser  2021 ZX Gasoline 3.5L,PKR 7.95 crore,79500000,Islamabad,2021,"9,200km",Petrol,3500cc,Automatic,Not Certified,Customer,9200
Toyota Land Cruiser  2022 ,PKR 7.35 crore,73500000,Karachi,2022,"16,091km",Petrol,3500cc,Automatic,Not Certified,Customer,16091
Toyota Land Cruiser  2022 AX,PKR 6.1 crore,61000000,Lahore,2022,"18,000km",Petrol,4600cc,Automatic,Not Certified,Customer,18000
Toyota Land Cruiser  2022 AX G Selection,PKR 6.5 crore,65000000,Karachi,2022,"7,000km",Petrol,3500cc,Automatic,Not Certified,Customer,7000
Toyota Land Cruiser  2022 ZX,PKR 7.35 crore,73500000,Islamabad,2022,30km,Petrol,4600cc,Automatic,Not Certified,Customer,30
Toyota Land Cruiser  2022 ZX Gasoline 3.5L,PKR 8.8 crore,88000000,Islamabad,2022,"4,850km",Petrol,3500cc,Automatic,Not Certified,Customer,4850
Toyota Land Cruiser  2023 ,PKR 8.49 crore,84900000,Karachi,2023,1km,Petrol,3333cc,Automatic,Not Certified,Customer,1
Toyota Land Cruiser  2023 ZX,PKR 7.6 crore,76000000,Karachi,2023,"8,000km",Petrol,4608cc,Automatic,Not Certified,Customer,8000
Toyota Land Cruiser  2023 ZX Gasoline 3.5L,PKR 8.1 crore,81000000,Islamabad,2023,"2,400km",Petrol,3500cc,Automatic,Not Certified,Customer,2400
Toyota Land Cruiser  2024 ,PKR 6.75 crore,67500000,Lahore,2024,15km,Petrol,2700cc,Automatic,Not Certified,Customer,15
Toyota Land Cruiser  2024 ZX Gasoline 3.5L,PKR 8.5 crore,85000000,Karachi,2024,10km,Petrol,3500cc,Automatic,Not Certified,Customer,10
Toyota Land Cruiser 5th (J80) Generation 1990 VX 4.2D,PKR 28 lacs,2800000,Lahore,1990,"190,000km",Diesel,4200cc,Manual,Not Certified,Customer,190000
Toyota Land Cruiser 5th (J80) Generation 1990 VX 4.5,PKR 30 lacs,3000000,DGKhan,1990,"250,000km",Petrol,4500cc,Automatic,Not Certified,Customer,250000
Toyota Land Cruiser 5th (J80) Generation 1991 VX Limited 4.5,PKR 35 lacs,3500000,Islamabad,1991,"185,000km",Petrol,4500cc,Automatic,Not Certified,Customer,185000
Toyota Land Cruiser 5th (J80) Generation 1992 VX Limited 4.2D,PKR 45 lacs,4500000,Kharian,1992,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 5th (J80) Generation 1993 VX Limited 4.2D,PKR 39.95 lacs,3995000,Islamabad,1993,"185,000km",Diesel,4200cc,Automatic,Not Certified,Customer,185000
Toyota Land Cruiser 5th (J80) Generation 1994 VX Limited 4.2D,PKR 58 lacs,5800000,Islamabad,1994,"245,000km",Diesel,4200cc,Automatic,Not Certified,Customer,245000
Toyota Land Cruiser 5th (J80) Generation 1994 VX Limited 4.5,PKR 50 lacs,5000000,Kasur,1994,"150,000km",Petrol,4500cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 5th (J80) Generation 1995 VX Limited 4.2D,PKR 43 lacs,4300000,Rawalpindi,1995,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 5th (J80) Generation 1995 VX Limited 4.5,PKR 46.5 lacs,4650000,Islamabad,1995,"136,000km",Petrol,4500cc,Automatic,Not Certified,Customer,136000
Toyota Land Cruiser 5th (J80) Generation 1996 GX 4.2D,PKR 42 lacs,4200000,Lahore,1996,"254,000km",Diesel,4200cc,Automatic,Not Certified,Customer,254000
Toyota Land Cruiser 5th (J80) Generation 1996 VX 4.2D,PKR 28 lacs,2800000,Quetta,1996,"200,000km",Diesel,4200cc,Automatic,Not Certified,Customer,200000
Toyota Land Cruiser 5th (J80) Generation 1996 VX Limited 4.2D,PKR 65 lacs,6500000,Abbottabad,1996,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 5th (J80) Generation 1996 VX Limited 4.5,PKR 55 lacs,5500000,Abbottabad,1996,"223,352km",Petrol,4500cc,Automatic,Not Certified,Customer,223352
Toyota Land Cruiser 5th (J80) Generation 1997 VX Limited 4.2D,PKR 54 lacs,5400000,Karachi,1997,"200,000km",Diesel,4200cc,Manual,Not Certified,Customer,200000
Toyota Land Cruiser 5th (J80) Generation 1997 VX Limited 4.5,PKR 54 lacs,5400000,Islamabad,1997,"180,000km",Petrol,4500cc,Automatic,Not Certified,Customer,180000
Toyota Land Cruiser 5th (J80) Generation 1998 ,PKR 65 lacs,6500000,Rawalpindi,1998,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 5th (J80) Generation 1998 GX 4.2D,PKR 60 lacs,6000000,Lalamusa,1998,"210,000km",Diesel,4200cc,Automatic,Not Certified,Customer,210000
Toyota Land Cruiser 5th (J80) Generation 1998 VX 4.2D,PKR 85 lacs,8500000,Islamabad,1998,"130,000km",Diesel,4200cc,Automatic,Not Certified,Customer,130000
Toyota Land Cruiser 6th (J100) Generation 1998 ,PKR 75 lacs,7500000,Islamabad,1998,"192,170km",Petrol,4700cc,Automatic,Not Certified,Customer,192170
Toyota Land Cruiser 6th (J100) Generation 1998 Amazon 4.2D,PKR 75 lacs,7500000,Rawalpindi,1998,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 1998 VX Limited 4.2D,PKR 85 lacs,8500000,Rawalpindi,1998,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 1998 VX Limited 4.7,PKR 95 lacs,9500000,Sahiwal,1998,"70,000km",Petrol,4700cc,Automatic,Not Certified,Customer,70000
Toyota Land Cruiser 6th (J100) Generation 1999 Amazon 4.2D,PKR 77.5 lacs,7750000,Rawalpindi,1999,"128,550km",Diesel,4200cc,Automatic,Not Certified,Customer,128550
Toyota Land Cruiser 6th (J100) Generation 1999 Cygnus,PKR 1.08 crore,10800000,Lahore,1999,"55,000km",Petrol,4700cc,Automatic,Not Certified,Customer,55000
Toyota Land Cruiser 6th (J100) Generation 1999 VX 4.2D,PKR 75 lacs,7500000,Multan,1999,"265,000km",Diesel,4200cc,Automatic,Not Certified,Customer,265000
Toyota Land Cruiser 6th (J100) Generation 1999 VX Limited 4.2D,PKR 66 lacs,6600000,Rawalpindi,1999,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 2000 Amazon 4.2D,PKR 75 lacs,7500000,Rawalpindi,2000,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 2000 Cygnus,PKR 1.34 crore,13400000,Islamabad,2000,"100,000km",Petrol,4700cc,Automatic,Not Certified,Customer,100000
Toyota Land Cruiser 6th (J100) Generation 2000 VX Limited 4.2D,PKR 80 lacs,8000000,Lahore,2000,"80,000km",Diesel,4200cc,Automatic,Not Certified,Customer,80000
Toyota Land Cruiser 6th (J100) Generation 2001 Amazon 4.2D,PKR 84.5 lacs,8450000,Islamabad,2001,"85,000km",Diesel,4200cc,Automatic,Not Certified,Customer,85000
Toyota Land Cruiser 6th (J100) Generation 2001 Cygnus,PKR 1.33 crore,13300000,Lahore,2001,"86,574km",Petrol,4700cc,Automatic,Not Certified,Customer,86574
Toyota Land Cruiser 6th (J100) Generation 2001 VX 4.2D,PKR 85 lacs,8500000,Rawalpindi,2001,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 2001 VX 4.7,PKR 75 lacs,7500000,Rawalpindi,2001,"150,000km",Petrol,4700cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 2001 VX Limited 4.2D,PKR 83 lacs,8300000,Gujranwala,2001,"195,351km",Diesel,4200cc,Automatic,Not Certified,PakWheels,195351
Toyota Land Cruiser 6th (J100) Generation 2002 Cygnus,PKR 1.07 crore,10700000,Sargodha,2002,"120,000km",Petrol,4700cc,Automatic,Not Certified,Customer,120000
Toyota Land Cruiser 6th (J100) Generation 2002 VX Limited 4.2D,PKR 95 lacs,9500000,Rawalpindi,2002,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 2003 Amazon 4.2D,PKR 1.05 crore,10500000,Rawalpindi,2003,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 2003 Cygnus,PKR 1.3 crore,13000000,Rawalpindi,2003,"150,000km",Petrol,4700cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 2003 VX 4.2D,PKR 90 lacs,9000000,Islamabad,2003,"312,947km",Diesel,4200cc,Automatic,Not Certified,Customer,312947
Toyota Land Cruiser 6th (J100) Generation 2003 VX 4.7,PKR 1.3 crore,13000000,Gujranwala,2003,"94,000km",Petrol,4700cc,Automatic,Not Certified,Customer,94000
Toyota Land Cruiser 6th (J100) Generation 2003 VX Limited 4.2D,PKR 1 crore,10000000,Rawalpindi,2003,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 2003 VX Limited 4.7,PKR 97 lacs,9700000,Peshawar,2003,"180,000km",Petrol,4700cc,Automatic,Not Certified,Customer,180000
Toyota Land Cruiser 6th (J100) Generation 2004 Amazon 4.2D,PKR 73 lacs,7300000,Rawalpindi,2004,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 2005 Cygnus,PKR 1.6 crore,16000000,Islamabad,2005,"140,000km",Petrol,4700cc,Automatic,Not Certified,Customer,140000
Toyota Land Cruiser 6th (J100) Generation 2005 VX Limited 4.2D,PKR 1.08 crore,10800000,Sheikhupura,2005,"140,000km",Diesel,4200cc,Automatic,Not Certified,Customer,140000
Toyota Land Cruiser 6th (J100) Generation 2005 VX Limited 4.7,PKR 1.1 crore,11000000,Islamabad,2005,"128,000km",Petrol,4700cc,Automatic,Not Certified,Customer,128000
Toyota Land Cruiser 6th (J100) Generation 2006 Cygnus,PKR 1.12 crore,11200000,Karachi,2006,"123,000km",Petrol,4700cc,Automatic,Not Certified,Customer,123000
Toyota Land Cruiser 6th (J100) Generation 2006 VX 4.2D,PKR 88 lacs,8800000,Lahore,2006,"116,346km",Diesel,4200cc,Automatic,Not Certified,PakWheels,116346
Toyota Land Cruiser 6th (J100) Generation 2006 VX Limited 4.2D,PKR 1.08 crore,10800000,Islamabad,2006,"171,000km",Diesel,4200cc,Automatic,Not Certified,Customer,171000
Toyota Land Cruiser 6th (J100) Generation 2007 ,PKR 1.1 crore,11000000,Rawalpindi,2007,"150,000km",Diesel,4200cc,Automatic,Not Certified,Customer,150000
Toyota Land Cruiser 6th (J100) Generation 2007 Amazon 4.2D,PKR 1.03 crore,10300000,Islamabad,2007,"175,000km",Diesel,4200cc,Automatic,Not Certified,Customer,175000
Toyota Lucida  1995 X,PKR 20.5 lacs,2050000,Lahore,1995,"70,000km",Diesel,2400cc,Automatic,Not Certified,Customer,70000
Toyota Lucida  2009 ,PKR 36.5 lacs,3650000,Islamabad,2009,"126,000km",Petrol,1500cc,Automatic,Not Certified,Customer,126000
Toyota Mark II  1971 ,PKR 10.5 lacs,1050000,Faisalabad,1971,"5,000km",Petrol,2000cc,Manual,Not Certified,Customer,5000
Toyota Mark II  1972 ,PKR 4.75 lacs,475000,Lahore,1972,"99,999km",Petrol,1200cc,Manual,Not Certified,Customer,99999
Toyota Mark II  1973 ,PKR 4.2 lacs,420000,Wahcantt,1973,"2,000km",Petrol,2000cc,Manual,Not Certified,Customer,2000
Toyota Mark II  1975 ,PKR 13 lacs,1300000,Lahore,1975,"100,000km",Petrol,1300cc,Automatic,Not Certified,Customer,100000
Toyota Mark II  1976 ,PKR 10.75 lacs,1075000,Attock,1976,"100,000km",Petrol,1800cc,Automatic,Not Certified,Customer,100000
Toyota Mark II  1995 Grande 2.0,PKR 40 lacs,4000000,Mardan,1995,"88,000km",Petrol,2000cc,Manual,Not Certified,Customer,88000
Toyota Mark II  1995 Grande 2.5,PKR 40 lacs,4000000,Islamabad,1995,"100,000km",Petrol,2500cc,Automatic,Not Certified,Customer,100000
Toyota Mark II  2001 Grande 2.0,PKR 27.5 lacs,2750000,Wahcantt,2001,"215,000km",Petrol,2000cc,Automatic,Not Certified,Customer,215000
Toyota Mark II  2002 ,PKR 42 lacs,4200000,Islamabad,2002,"6,000km",Petrol,4000cc,Automatic,Not Certified,Customer,6000
Toyota Mark II  2002 Grande 2.0,PKR 38 lacs,3800000,Lahore,2002,"100,000km",Petrol,2000cc,Automatic,Not Certified,Customer,100000
Toyota Mark II  2002 Grande 2.5,PKR 38.5 lacs,3850000,Faisalabad,2002,"198,000km",Petrol,2500cc,Automatic,Not Certified,Customer,198000
Toyota Mark II  2003 Grande 2.0,PKR 29 lacs,2900000,Peshawar,2003,"153,000km",Petrol,2000cc,Automatic,Not Certified,Customer,153000
Toyota Mark II  2003 Grande 2.5,PKR 39.25 lacs,3925000,Peshawar,2003,"120,000km",Petrol,2500cc,Automatic,Not Certified,Customer,120000
Toyota Mark II  2004 Grande 2.0,PKR 39 lacs,3900000,Abbottabad,2004,1km,Petrol,2000cc,Automatic,Not Certified,Customer,1
Toyota Mark II  2004 Grande 2.5,PKR 36.5 lacs,3650000,Karachi,2004,"60,000km",Petrol,2500cc,Automatic,Not Certified,Customer,60000
Toyota Mark II  2005 ,PKR 36 lacs,3600000,Sahiwal,2005,"150,000km",Petrol,2500cc,Automatic,Not Certified,Customer,150000
Toyota Mark II  2007 ,PKR 30 lacs,3000000,Karachi,2007,"80,991km",Petrol,2000cc,Automatic,Not Certified,Customer,80991
Toyota Mark X  2004 250G F Package Smart Edition,PKR 63 lacs,6300000,Peshawar,2004,"115,000km",Petrol,2500cc,Automatic,Not Certified,Customer,115000
Toyota Mark X  2004 300G,PKR 48.9 lacs,4890000,Islamabad,2004,"108,100km",Petrol,3000cc,Automatic,Not Certified,Customer,108100
Toyota Mark X  2004 300G Premium,PKR 61.5 lacs,6150000,Lahore,2004,"77,000km",Petrol,3000cc,Automatic,Certified,Customer,77000
Toyota Mark X  2004 Supercharged,PKR 54 lacs,5400000,Karachi,2004,"240,000km",Petrol,3500cc,Automatic,Not Certified,Customer,240000
Toyota Mark X  2005 ,PKR 63 lacs,6300000,Lahore,2005,"120,000km",Petrol,3000cc,Automatic,Not Certified,Customer,120000
Toyota Mark X  2005 250 G L Package,PKR 42 lacs,4200000,Islamabad,2005,"170,000km",Petrol,2500cc,Automatic,Not Certified,Customer,170000
Toyota Mark X  2005 250G,PKR 50 lacs,5000000,Karachi,2005,"113,000km",Petrol,2500cc,Automatic,Not Certified,Customer,113000
Toyota Mark X  2005 250G F Package,PKR 48.5 lacs,4850000,Islamabad,2005,"100,000km",Petrol,2500cc,Automatic,Not Certified,Customer,100000
Toyota Mark X  2005 250G F Package Smart Edition,PKR 52 lacs,5200000,Peshawar,2005,"100,000km",Petrol,2500cc,Automatic,Not Certified,Customer,100000
Toyota Mark X  2005 300 G S Package,PKR 61 lacs,6100000,Karachi,2005,"167,000km",Petrol,3000cc,Automatic,Not Certified,Customer,167000
Toyota Mark X  2005 300G,PKR 54 lacs,5400000,Karachi,2005,"125,000km",Petrol,3000cc,Automatic,Not Certified,Customer,125000
Toyota Mark X  2005 300G Premium,PKR 66 lacs,6600000,Lahore,2005,"114,000km",Petrol,3000cc,Automatic,Not Certified,Customer,114000
Toyota Mark X  2005 Supercharged,PKR 70 lacs,7000000,Karachi,2005,"83,000km",Petrol,3500cc,Automatic,Not Certified,Customer,83000
Toyota Mark X  2006 250G,PKR 54 lacs,5400000,Lahore,2006,"163,000km",Petrol,2500cc,Automatic,Not Certified,Customer,163000
Toyota Mark X  2006 250G F Package Smart Edition,PKR 49.6 lacs,4960000,Mardan,2006,"90,000km",Petrol,2500cc,Automatic,Not Certified,Customer,90000
Toyota Mark X  2006 300 G S Package,PKR 48 lacs,4800000,Swat,2006,"160,000km",Petrol,3000cc,Automatic,Not Certified,Customer,160000
Toyota Mark X  2006 300G,PKR 46.5 lacs,4650000,Multan,2006,"122,000km",Petrol,3000cc,Automatic,Not Certified,Customer,122000
Toyota Mark X  2006 300G Premium,PKR 65 lacs,6500000,Islamabad,2006,"108,000km",Petrol,3000cc,Automatic,Not Certified,Customer,108000
Toyota Mark X  2007 250G F Package,PKR 46.5 lacs,4650000,Faisalabad,2007,"122,000km",Petrol,2500cc,Automatic,Not Certified,Customer,122000
Toyota Mark X  2007 300G,PKR 58 lacs,5800000,Islamabad,2007,"80,000km",Petrol,3000cc,Automatic,Not Certified,Customer,80000
Toyota Mark X  2007 300G Premium,PKR 60 lacs,6000000,Islamabad,2007,"168,000km",Petrol,3000cc,Automatic,Not Certified,Customer,168000
Toyota Mark X  2008 Supercharged,PKR 58 lacs,5800000,Faisalabad,2008,"50,000km",Petrol,3500cc,Automatic,Not Certified,Customer,50000
Toyota Mark X  2009 250G,PKR 82 lacs,8200000,Karachi,2009,"80,000km",Petrol,2500cc,Automatic,Not Certified,Customer,80000
Toyota Mark X  2009 250G S Package Relax Selection,PKR 89.5 lacs,8950000,Karachi,2009,"145,000km",Petrol,2500cc,Automatic,Not Certified,Customer,145000
