Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission
Chevrolet Exclusive  2003 ,2003,690000,690000,100000,Petrol,Customer,Automatic
Chevrolet Exclusive  2004 ,2004,760000,760000,12345,Petrol,Customer,Automatic
Chevrolet Exclusive  2004 LS 0.8,2004,800000,800000,150000,Petrol,Customer,Manual
Chevrolet Exclusive  2005 ,2005,969999,969999,74000,Petrol,Customer,Automatic
Chevrolet Exclusive  2005 LS 0.8,2005,1100000,1100000,16,Petrol,Customer,Manual
Chevrolet Exclusive  2008 ,2008,1195000,1195000,94000,Petrol,Customer,Manual
Chevrolet Impala  1960 ,1960,15000000,15000000,100000,Petrol,Customer,Automatic
Chevrolet Joy  2004 ,2004,919999,919999,145000,Petrol,Customer,Automatic
Chevrolet Joy  2006 ,2006,790000,790000,140000,Petrol,Customer,Manual
Chevrolet Joy  2006 1.0,2006,930000,930000,150000,Petrol,Customer,Manual
Chevrolet Joy  2007 ,2007,1450000,1450000,141000,Petrol,Customer,Manual
Chevrolet Joy  2007 1.0,2007,950000,950000,100000,Petrol,Customer,Manual
Chevrolet Joy  2008 ,2008,1400000,1400000,36000,Petrol,Customer,Manual
Chevrolet Joy  2008 1.0,2008,1150000,1150000,134000,Petrol,Customer,Manual
Chevrolet Joy  2008 1.0 CNG,2008,1250000,1250000,44000,Petrol,Customer,Manual
Chevrolet Joy  2009 ,2009,1150000,1150000,132800,Petrol,Customer,Manual
Chevrolet Joy  2009 1.0,2009,1250000,1250000,132966,Petrol,Customer,Manual
Chevrolet Joy  2009 1.0 CNG,2009,975000,975000,109000,Petrol,Customer,Manual
Chevrolet Matiz  2008 ,2008,1250000,1250000,130000,Petrol,Customer,Manual
Chevrolet Optra  2004 ,2004,1050000,1050000,95500,Petrol,Customer,Automatic
Chevrolet Optra  2005 ,2005,1950000,1950000,175000,Petrol,Customer,Manual
Chevrolet Optra  2005 1.4,2005,1620000,1620000,236000,Petrol,Customer,Manual
Chevrolet Optra  2005 1.6 Automatic,2005,1750000,1750000,119000,Petrol,Customer,Automatic
Chevrolet Optra  2006 ,2006,1270000,1270000,1000,Petrol,Customer,Automatic
Chevrolet Optra  2006 1.6 Automatic,2006,1760000,1760000,180000,Petrol,Customer,Automatic
Chevrolet Optra  2007 ,2007,1250000,1250000,110000,Petrol,Customer,Manual
Chevrolet Optra  2007 1.6 Automatic,2007,1550000,1550000,132000,Petrol,Customer,Automatic
Chevrolet Optra  2008 ,2008,2200000,2200000,100000,Petrol,Customer,Automatic
Chevrolet Silverado  1994 ,1994,2800000,2800000,111234,Petrol,Customer,Automatic
Chevrolet Silverado  2016 LTZ,2016,15000000,15000000,100000,Petrol,Customer,Automatic
Chevrolet Spark  2009 ,2009,1300000,1300000,98500,Petrol,Customer,Manual
Chevrolet Spark  2012 ,2012,1650000,1650000,140000,Petrol,Customer,Manual
Chrysler 300 C  2007 ,2007,8500000,8500000,64326,Petrol,PakWheels,Automatic
Chrysler 300 C  2007 SRT,2007,10500000,10500000,38000,Petrol,Customer,Automatic
DFSK C37  2013 ,2013,1150000,1150000,123,Petrol,Customer,Manual
DFSK Convoy  2020 ,2020,2280000,2280000,60000,Petrol,Customer,Manual
DFSK Convoy  2021 ,2021,2000000,2000000,7111,Petrol,PakWheels,Manual
DFSK Glory 580  2020 1.8 CVT,2020,4200000,4200000,99000,Petrol,Customer,Automatic
DFSK Glory 580  2020 Pro,2020,4695000,4695000,60000,Petrol,Customer,Automatic
DFSK Glory 580  2021 ,2021,5000000,5000000,31000,Petrol,Customer,Automatic
DFSK Glory 580  2021 1.5 CVT,2021,5850000,5850000,5,Petrol,Customer,Automatic
DFSK Glory 580  2021 Pro,2021,6500000,6500000,4698,Petrol,Customer,Automatic
DFSK Glory 580  2022 ,2022,5000000,5000000,72870,Petrol,Customer,Automatic
DFSK Glory 580  2022 Pro,2022,6200000,6200000,5400,Petrol,Customer,Automatic
DFSK Glory 580  2023 1.8 CVT,2023,6800000,6800000,3000,Petrol,Customer,Automatic
DFSK Glory 580  2023 Pro,2023,6500000,6500000,12000,Petrol,Customer,Automatic
DFSK Glory 580  2024 Pro,2024,6925000,6925000,10,Petrol,Customer,Automatic
DFSK Rustom  2021 ,2021,1700000,1700000,109310,Petrol,Customer,Manual
Daehan Shehzore  1976 ,1976,1500000,1500000,99999,Diesel,Customer,Manual
Daehan Shehzore  2018 Pickup 2.6,2018,2050000,2050000,115000,Diesel,Customer,Manual
Daehan Shehzore  2019 Pickup 2.6,2019,2600000,2600000,300000,Diesel,Customer,Manual
Daewoo Cielo  1993 ,1993,650000,650000,123456,Petrol,Customer,Manual
Daewoo Cielo  1995 GLE,1995,670000,670000,123456,Petrol,Customer,Automatic
Daewoo Cielo  1996 GLE,1996,500000,500000,206869,Petrol,Customer,Manual
Daewoo Cielo  1999 ,1999,975000,975000,94000,Petrol,Customer,Manual
Daewoo Racer  1983 ,1983,380000,380000,100000,Petrol,Customer,Manual
Daewoo Racer  1992 ,1992,710000,710000,12650,Petrol,Customer,Manual
Daewoo Racer  1993 ,1993,700000,700000,123456,Petrol,Customer,Manual
Daewoo Racer  1993 Base Grade 1.5,1993,800000,800000,225000,Petrol,Customer,Manual
Daewoo Racer  1994 ,1994,500000,500000,100000,Petrol,Customer,Manual
Daewoo Racer  1995 Base Grade 1.5,1995,500000,500000,200000,Petrol,Customer,Manual
Daewoo Racer  1997 ,1997,450000,450000,55555,Petrol,Customer,Automatic
Daewoo Racer  1998 ,1998,450000,450000,10000,LPG,Customer,Manual
Daewoo Racer  2001 ,2001,615000,615000,275000,Petrol,Customer,Manual
Daewoo Racer  2002 ,2002,1600000,1600000,876456,Diesel,Customer,Manual
Daihatsu Atrai Wagon  2008 ,2008,1950000,1950000,55000,Petrol,Customer,Automatic
Daihatsu Atrai Wagon  2009 ,2009,1650000,1650000,140000,Petrol,Customer,Automatic
Daihatsu Atrai Wagon  2011 CUSTOM TURBO R,2011,1800000,1800000,150000,Petrol,Customer,Automatic
Daihatsu Atrai Wagon  2012 ,2012,1850000,1850000,95000,Petrol,Customer,Automatic
Daihatsu Atrai Wagon  2012 CUSTOM TURBO R,2012,1750000,1750000,110065,Petrol,Customer,Automatic
Daihatsu Atrai Wagon  2013 ,2013,1750000,1750000,1348,Petrol,Customer,Automatic
Daihatsu Atrai Wagon  2013 CUSTOM TURBO R,2013,1900000,1900000,78534,Petrol,PakWheels,Automatic
Daihatsu Atrai Wagon  2014 ,2014,2150000,2150000,85000,Petrol,Customer,Automatic
Daihatsu Atrai Wagon  2014 CUSTOM TURBO R,2014,2050000,2050000,172337,Petrol,Customer,Automatic
Daihatsu Atrai Wagon  2015 CUSTOM TURBO R,2015,2150000,2150000,85000,Petrol,Customer,Automatic
Daihatsu Atrai Wagon  2016 CUSTOM TURBO R,2016,2150000,2150000,47940,Petrol,PakWheels,Automatic
Daihatsu Atrai Wagon  2017 ,2017,1770000,1770000,1,Petrol,Customer,Manual
Daihatsu Atrai Wagon  2019 ,2019,3250000,3250000,87000,Petrol,Customer,Automatic
Daihatsu Atrai Wagon  2019 CUSTOM TURBO R,2019,3200000,3200000,124000,Petrol,Customer,Automatic
Daihatsu Bego  2012 ,2012,4500000,4500000,104273,Petrol,Customer,Automatic
Daihatsu Boon  2005 ,2005,1900000,1900000,151990,Petrol,Customer,Automatic
Daihatsu Boon  2005 1.0 CL,2005,1900000,1900000,1,Petrol,Customer,Automatic
Daihatsu Boon  2006 1.0 CL,2006,1975000,1975000,186000,Petrol,Customer,Automatic
Daihatsu Boon  2006 1.0 CL Limited,2006,1695000,1695000,121000,Petrol,Customer,Automatic
Daihatsu Boon  2007 1.0 CL,2007,1898999,1898999,183000,Petrol,Customer,Automatic
Daihatsu Boon  2007 1.0 X4,2007,1795000,1795000,190000,Petrol,Customer,Automatic
Daihatsu Boon  2008 ,2008,1900000,1900000,130000,Petrol,Customer,Automatic
Daihatsu Boon  2010 1.0 CL,2010,2600000,2600000,205917,Petrol,Customer,Automatic
Daihatsu Boon  2011 1.0 CL Limited,2011,2650000,2650000,169000,Petrol,Customer,Automatic
Daihatsu Boon  2012 ,2012,2650000,2650000,235000,Petrol,Customer,Automatic
Daihatsu Boon  2012 1.0 CL Limited,2012,2400000,2400000,57000,Petrol,Customer,Automatic
Daihatsu Boon  2013 ,2013,2250000,2250000,156000,Petrol,Customer,Automatic
Daihatsu Boon  2013 1.0 CL Limited,2013,2975000,2975000,122000,Petrol,Customer,Automatic
Daihatsu Boon  2014 ,2014,2775000,2775000,110000,Petrol,Customer,Automatic
Daihatsu Boon  2014 1.0 CL Limited,2014,2450000,2450000,167532,Petrol,Customer,Automatic
Daihatsu Boon  2016 ,2016,3350000,3350000,98000,Petrol,Customer,Automatic
Daihatsu Boon  2016 1.0 CL Limited,2016,3300000,3300000,118453,Petrol,PakWheels,Automatic
Daihatsu Boon  2017 ,2017,3400000,3400000,75000,Petrol,Customer,Automatic
Daihatsu Boon  2017 1.0 CL,2017,3400000,3400000,68500,Petrol,Customer,Automatic
Daihatsu Boon  2017 Cilq,2017,2850000,2850000,71000,Petrol,Customer,Automatic
Daihatsu Boon  2018 ,2018,3875000,3875000,76000,Petrol,Customer,Automatic
Daihatsu Boon  2018 Cilq,2018,3700000,3700000,50000,Petrol,Customer,Automatic
Daihatsu Boon  2019 ,2019,3750000,3750000,38500,Petrol,Customer,Automatic
Daihatsu Boon  2019 Cilq,2019,4600000,4600000,65000,Petrol,Customer,Automatic
Daihatsu Boon  2020 ,2020,4250000,4250000,51000,Petrol,Customer,Automatic
Daihatsu Boon  2020 Cilq,2020,4600000,4600000,125000,Petrol,Customer,Automatic
Daihatsu Boon  2020 X SA 2,2020,4170000,4170000,41968,Petrol,PakWheels,Automatic
Daihatsu Boon  2021 ,2021,4500000,4500000,6000,Petrol,Customer,Automatic
Daihatsu Boon  2022 ,2022,4360000,4360000,9000,Petrol,Customer,Automatic
Daihatsu Boon  2022 Cilq,2022,4255000,4255000,12000,Petrol,Customer,Automatic
Daihatsu Cast  2015 ,2015,2410000,2410000,182000,Petrol,Customer,Automatic
Daihatsu Cast  2015 Activa G SA III,2015,2695000,2695000,70000,Petrol,Customer,Automatic
Daihatsu Cast  2015 Sport Turbo SA III,2015,3050000,3050000,100000,Petrol,Customer,Automatic
Daihatsu Cast  2015 Style X,2015,2525000,2525000,98200,Petrol,Customer,Automatic
Daihatsu Cast  2015 Style X SA III,2015,2800000,2800000,126000,Petrol,Customer,Automatic
Daihatsu Cast  2016 Activa G SA III,2016,2525000,2525000,92000,Petrol,Customer,Automatic
Daihatsu Cast  2016 Activa X,2016,2700000,2700000,59800,Petrol,Customer,Automatic
Daihatsu Cast  2016 Sport Turbo SA III,2016,3000000,3000000,68000,Petrol,Customer,Automatic
Daihatsu Cast  2016 Style G SA III,2016,2700000,2700000,51000,Petrol,Customer,Automatic
Daihatsu Cast  2017 ,2017,3050000,3050000,35000,Petrol,Customer,Automatic
Daihatsu Cast  2017 Activa G SA III,2017,3200000,3200000,60000,Petrol,Customer,Automatic
Daihatsu Cast  2017 Activa X,2017,2810000,2810000,80000,Petrol,Customer,Automatic
Daihatsu Cast  2017 Style G Turbo,2017,3070000,3070000,36000,Petrol,Customer,Automatic
Daihatsu Cast  2017 Style X,2017,2975000,2975000,34000,Petrol,Customer,Automatic
Daihatsu Cast  2018 ,2018,3000000,3000000,85800,Petrol,Customer,Automatic
Daihatsu Cast  2018 Activa G SA III,2018,3250000,3250000,64000,Petrol,Customer,Automatic
Daihatsu Cast  2018 Activa X,2018,3100000,3100000,91000,Petrol,Customer,Automatic
Daihatsu Cast  2018 Sport Turbo SA III,2018,3400000,3400000,66076,Petrol,PakWheels,Automatic
Daihatsu Cast  2018 Style G SA III,2018,3200000,3200000,46511,Petrol,Customer,Automatic
Daihatsu Cast  2018 Style G Turbo,2018,3900000,3900000,56000,Petrol,Customer,Automatic
Daihatsu Cast  2019 ,2019,4050000,4050000,14088,Petrol,Customer,Automatic
Daihatsu Cast  2019 Activa X,2019,3120000,3120000,81000,Petrol,Customer,Automatic
Daihatsu Cast  2019 Style G SA III,2019,3350000,3350000,18000,Petrol,Customer,Automatic
Daihatsu Cast  2020 ,2020,3099000,3099000,19000,Petrol,Customer,Automatic
Daihatsu Cast  2020 Activa G SA III,2020,4000000,4000000,37300,Petrol,Customer,Automatic
Daihatsu Cast  2020 Style G SA III,2020,3650000,3650000,45000,Petrol,Customer,Automatic
Daihatsu Cast  2020 Style X,2020,3650000,3650000,49000,Petrol,Customer,Automatic
Daihatsu Cast  2020 Style X SA III,2020,3945000,3945000,67000,Petrol,Customer,Automatic
Daihatsu Cast  2021 ,2021,4100000,4100000,14500,Petrol,Customer,Automatic
Daihatsu Cast  2021 Activa G SA III,2021,4000000,4000000,8000,Petrol,Customer,Automatic
Daihatsu Cast  2021 Activa X SA III,2021,3495000,3495000,16581,Petrol,Customer,Automatic
Daihatsu Cast  2021 Style G SA III,2021,4100000,4100000,25000,Petrol,Customer,Automatic
Daihatsu Cast  2021 Style G Turbo,2021,4800000,4800000,13515,Petrol,Customer,Automatic
Daihatsu Cast  2021 Style X,2021,3600000,3600000,24200,Petrol,PakWheels,Automatic
Daihatsu Cast  2021 Style X SA III,2021,3850000,3850000,5000,Petrol,Customer,Automatic
Daihatsu Cast  2022 ,2022,2800000,2800000,47500,Petrol,Customer,Automatic
Daihatsu Cast  2022 Activa G Turbo ,2022,3900000,3900000,6900,Petrol,Customer,Automatic
Daihatsu Cast  2022 Style G SA III,2022,4200000,4200000,4000,Petrol,Customer,Automatic
Daihatsu Cast  2022 Style X,2022,3550000,3550000,22000,Petrol,Customer,Automatic
Daihatsu Cast  2022 Style X SA III,2022,3650000,3650000,1100,Petrol,Customer,Automatic
Daihatsu Charade  1970 ,1970,235000,235000,21000,Petrol,Customer,Manual
Daihatsu Charade  1981 G10,1981,270000,270000,150000,Petrol,Customer,Manual
Daihatsu Charade  1982 ,1982,333000,333000,1620,Petrol,Customer,Manual
Daihatsu Charade  1983 ,1983,425000,425000,99999,Petrol,Customer,Manual
Daihatsu Charade  1983 CL,1983,180000,180000,112233,Petrol,Customer,Manual
Daihatsu Charade  1983 CX,1983,240000,240000,100000,Petrol,Customer,Manual
Daihatsu Charade  1983 G10,1983,350000,350000,100000,Petrol,Customer,Manual
Daihatsu Charade  1984 ,1984,625000,625000,100000,Petrol,Customer,Manual
Daihatsu Charade  1984 CL,1984,395000,395000,100000,Petrol,Customer,Manual
Daihatsu Charade  1984 CX,1984,390000,390000,12560,Petrol,Customer,Manual
Daihatsu Charade  1984 CX Turbo,1984,450000,450000,1,Diesel,Customer,Manual
Daihatsu Charade  1984 DeTomaso,1984,320000,320000,94000,Petrol,Customer,Manual
Daihatsu Charade  1985 ,1985,600000,600000,100000,Petrol,Customer,Manual
Daihatsu Charade  1985 CL,1985,345000,345000,127000,Petrol,Customer,Manual
Daihatsu Charade  1985 CX,1985,550000,550000,65398,Petrol,Customer,Manual
Daihatsu Charade  1985 CX Turbo,1985,585000,585000,200000,Diesel,Customer,Manual
Daihatsu Charade  1986 ,1986,780000,780000,30000,Petrol,Customer,Automatic
Daihatsu Charade  1986 CL,1986,600000,600000,100000,Petrol,Customer,Manual
Daihatsu Charade  1986 CS,1986,500000,500000,80000,Petrol,Customer,Manual
Daihatsu Charade  1986 CX,1986,525000,525000,123,Petrol,Customer,Manual
Daihatsu Charade  1986 CX Turbo,1986,350000,350000,80000,Diesel,Customer,Manual
Daihatsu Charade  1986 DeTomaso,1986,595000,595000,123456,Petrol,Customer,Manual
Daihatsu Charade  1987 ,1987,650000,650000,12345,LPG,Customer,Automatic
Daihatsu Charade  1987 CS,1987,600000,600000,1,Petrol,Customer,Manual
Daihatsu Charade  1987 CX,1987,280000,280000,10000,Petrol,Customer,Manual
Daihatsu Charade  1987 DeTomaso,1987,350000,350000,163536,Petrol,Customer,Manual
Daihatsu Charade  1987 GT-ti,1987,615000,615000,100000,Petrol,Customer,Manual
Daihatsu Charade  1988 ,1988,700000,700000,5000,Petrol,Customer,Automatic
Daihatsu Charade  1988 CX,1988,750000,750000,123456,Petrol,Customer,Manual
Daihatsu Charade  1988 GT-XX,1988,475000,475000,100000,Petrol,Customer,Manual
Daihatsu Charade  1988 GT-ti,1988,640000,640000,150000,Petrol,Customer,Manual
Daihatsu Charade  1989 ,1989,650000,650000,100000,Petrol,Customer,Automatic
Daihatsu Charade  1989 CX,1989,600000,600000,50000,Petrol,Customer,Manual
Daihatsu Charade  1989 GT-XX,1989,350000,350000,100000,Petrol,Customer,Manual
Daihatsu Charade  1989 GT-ti,1989,330000,330000,100000,Petrol,Customer,Manual
Daihatsu Charade  1990 CX,1990,450000,450000,80000,Petrol,Customer,Manual
Daihatsu Charade  1994 ,1994,350000,350000,100000,Petrol,Customer,Manual
Daihatsu Charade  1995 ,1995,500000,500000,90000,Petrol,Customer,Automatic
Daihatsu Charade  1997 ,1997,250000,250000,163582,Petrol,Customer,Manual
Daihatsu Charade  1998 ,1998,380000,380000,100000,Petrol,Customer,Manual
Daihatsu Charmant  1978 ,1978,600000,600000,45000,Petrol,Customer,Manual
Daihatsu Coo  2006 CX,2006,3000000,3000000,220000,Petrol,Customer,Automatic
Daihatsu Copen  2002 Tan Leather Edition,2002,1910000,1910000,94000,Petrol,Customer,Automatic
Daihatsu Copen  2007 Ultimate Edition S,2007,2350000,2350000,80000,Petrol,Customer,Automatic
Daihatsu Copen  2008 ,2008,2000000,2000000,75000,Petrol,Customer,Manual
Daihatsu Copen  2009 Leather Package,2009,1950000,1950000,60000,Petrol,Customer,Automatic
Daihatsu Copen  2014 Robe,2014,3080000,3080000,45000,Petrol,Customer,Manual
Daihatsu Copen  2014 Robe S,2014,3400000,3400000,59000,Petrol,Customer,Automatic
Daihatsu Copen  2015 ,2015,3250000,3250000,56000,Petrol,Customer,Automatic
Daihatsu Copen  2015 Robe S,2015,3950000,3950000,65000,Petrol,Customer,Automatic
Daihatsu Copen  2015 X-Play,2015,3600000,3600000,60000,Petrol,Customer,Automatic
Daihatsu Copen  2016 Cero,2016,3350000,3350000,30000,Petrol,Customer,Automatic
Daihatsu Copen  2017 Cero,2017,4200000,4200000,60000,Petrol,Customer,Automatic
Daihatsu Copen  2018 Robe S,2018,4900000,4900000,15000,Petrol,Customer,Automatic
Daihatsu Copen  2019 X-Play,2019,3900000,3900000,33000,Petrol,Customer,Automatic
Daihatsu Copen  2020 ,2020,5800000,5800000,17000,Petrol,Customer,Automatic
Daihatsu Copen  2020 Robe S,2020,4950000,4950000,15000,Petrol,Customer,Automatic
Daihatsu Copen  2020 X-Play,2020,5500000,5500000,13200,Petrol,Customer,Automatic
Daihatsu Copen  2021 ,2021,6575000,6575000,150,Petrol,Customer,Automatic
Daihatsu Copen  2021 Cero,2021,5500000,5500000,27000,Petrol,Customer,Automatic
Daihatsu Copen  2021 Robe S,2021,5690000,5690000,88000,Petrol,Customer,Automatic
Daihatsu Copen  2022 Cero,2022,4600000,4600000,15000,Petrol,Customer,Automatic
Daihatsu Copen  2022 Robe S,2022,5500000,5500000,18000,Petrol,Customer,Automatic
Daihatsu Copen  2023 Robe S,2023,5550000,5550000,2300,Petrol,Customer,Automatic
Daihatsu Cuore  1993 ,1993,660000,660000,100000,Petrol,Customer,Automatic
Daihatsu Cuore  1994 ,1994,723000,723000,230000,Petrol,Customer,Automatic
Daihatsu Cuore  1996 ,1996,950000,950000,100000,Petrol,Customer,Automatic
Daihatsu Cuore  2000 ,2000,819999,819999,200000,Petrol,Customer,Manual
Daihatsu Cuore  2000 CL,2000,650000,650000,450000,Petrol,Customer,Manual
Daihatsu Cuore  2000 CX,2000,850000,850000,120000,Petrol,Customer,Manual
Daihatsu Cuore  2000 CX Automatic,2000,1250000,1250000,198,Petrol,Customer,Automatic
Daihatsu Cuore  2000 CX Eco,2000,680000,680000,500000,Petrol,Customer,Manual
Daihatsu Cuore  2001 ,2001,600000,600000,100000,Petrol,Customer,Manual
Daihatsu Cuore  2001 CL,2001,919999,919999,123,Petrol,Customer,Manual
Daihatsu Cuore  2001 CL Eco,2001,700000,700000,900,Petrol,Customer,Manual
Daihatsu Cuore  2001 CX,2001,725000,725000,197000,Petrol,Customer,Manual
Daihatsu Cuore  2001 CX Eco,2001,810000,810000,190000,Petrol,Customer,Manual
Daihatsu Cuore  2002 ,2002,680000,680000,180000,Petrol,Customer,Manual
Daihatsu Cuore  2002 CL,2002,725000,725000,193000,Petrol,Customer,Manual
Daihatsu Cuore  2002 CL Eco,2002,800000,800000,9000,Petrol,Customer,Manual
Daihatsu Cuore  2002 CX,2002,795000,795000,125000,Petrol,Customer,Manual
Daihatsu Cuore  2002 CX Automatic,2002,729000,729000,187000,Petrol,Customer,Automatic
Daihatsu Cuore  2002 CX Eco,2002,670000,670000,960000,Petrol,Customer,Manual
Daihatsu Cuore  2002 CX Ecomatic,2002,1095000,1095000,80000,Petrol,Customer,Automatic
Daihatsu Cuore  2003 ,2003,890000,890000,293000,Petrol,Customer,Automatic
Daihatsu Cuore  2003 CL,2003,900000,900000,170845,Petrol,PakWheels,Manual
Daihatsu Cuore  2003 CX,2003,1050000,1050000,168550,Petrol,Customer,Manual
Daihatsu Cuore  2003 CX Automatic,2003,1200000,1200000,1,Petrol,Customer,Automatic
Daihatsu Cuore  2003 CX Eco,2003,1300000,1300000,300000,Petrol,Customer,Manual
Daihatsu Cuore  2004 ,2004,1050000,1050000,167000,Petrol,Customer,Manual
Daihatsu Cuore  2004 CL,2004,969999,969999,100000,Petrol,Customer,Manual
Daihatsu Cuore  2004 CL Eco,2004,819999,819999,38000,Petrol,Customer,Manual
Daihatsu Cuore  2004 CX,2004,750000,750000,144805,Petrol,Customer,Manual
Daihatsu Cuore  2004 CX Automatic,2004,1050000,1050000,108000,Petrol,Customer,Automatic
Daihatsu Cuore  2004 CX Eco,2004,1100000,1100000,128868,Petrol,Customer,Manual
Daihatsu Cuore  2004 CX Ecomatic,2004,1125000,1125000,124000,Petrol,Customer,Automatic
Daihatsu Cuore  2005 ,2005,980000,980000,96588,Petrol,Customer,Automatic
Daihatsu Cuore  2005 CL,2005,850000,850000,200000,Petrol,Customer,Manual
Daihatsu Cuore  2005 CL Eco,2005,875000,875000,15,Petrol,Customer,Manual
Daihatsu Cuore  2005 CX,2005,1100000,1100000,200000,Petrol,Customer,Manual
Daihatsu Cuore  2005 CX Automatic,2005,1165000,1165000,100,Petrol,Customer,Automatic
Daihatsu Cuore  2005 CX Eco,2005,1070000,1070000,131000,Petrol,Customer,Manual
Daihatsu Cuore  2005 CX Ecomatic,2005,825000,825000,10000,Petrol,Customer,Automatic
Daihatsu Cuore  2006 ,2006,1100000,1100000,119777,Petrol,Customer,Manual
Daihatsu Cuore  2006 CL,2006,850000,850000,92000,Petrol,Customer,Manual
Daihatsu Cuore  2006 CL Eco,2006,880000,880000,196472,Petrol,Customer,Manual
Daihatsu Cuore  2006 CX,2006,910000,910000,110000,Petrol,Customer,Manual
Daihatsu Cuore  2006 CX Automatic,2006,1195000,1195000,183000,Petrol,Customer,Automatic
Daihatsu Cuore  2006 CX Eco,2006,1200000,1200000,110000,Petrol,Customer,Manual
Daihatsu Cuore  2006 CX Ecomatic,2006,1025000,1025000,123456,Petrol,Customer,Automatic
Daihatsu Cuore  2007 ,2007,1350000,1350000,99,Petrol,Customer,Manual
Daihatsu Cuore  2007 CL,2007,1100000,1100000,147000,Petrol,Customer,Manual
Daihatsu Cuore  2007 CL Eco,2007,1290000,1290000,215000,Petrol,Customer,Manual
